20150102,000000,111.389999,111.440002,107.349998,109.330002,53204600
20150105,000000,108.290001,108.650002,105.410004,106.25,64285500
20150106,000000,106.540001,107.43,104.629997,106.260002,65797100
20150107,000000,107.199997,108.199997,106.699997,107.75,40105900
20150108,000000,109.230003,112.150002,108.699997,111.889999,59364500
20150109,000000,112.669998,113.25,110.209999,112.010002,53699500
20150112,000000,112.599998,112.629997,108.800003,109.25,49650800
20150113,000000,111.43,112.800003,108.910004,110.220001,67091900
20150114,000000,109.040001,110.489998,108.50,109.800003,48337000
20150115,000000,110.00,110.059998,106.660004,106.82,60014000
20150116,000000,107.029999,107.580002,105.199997,105.989998,78513300
20150120,000000,107.839996,108.970001,106.50,108.720001,49899900
20150121,000000,108.949997,111.059998,108.269997,109.550003,48575900
20150122,000000,110.260002,112.470001,109.720001,112.400002,53796400
20150123,000000,112.300003,113.75,111.529999,112.980003,46464800
20150126,000000,113.739998,114.360001,112.800003,113.099998,55615000
20150127,000000,112.419998,112.480003,109.029999,109.139999,95568700
20150128,000000,117.629997,118.120003,115.309998,115.309998,146477100
20150129,000000,116.32,119.190002,115.559998,118.900002,84436400
20150130,000000,118.400002,120.00,116.849998,117.160004,83745500
20150202,000000,118.050003,119.169998,116.080002,118.629997,62739100
20150203,000000,118.50,119.089996,117.610001,118.650002,51915700
20150204,000000,118.50,120.510002,118.309998,119.559998,70149700
20150205,000000,120.019997,120.230003,119.25,119.940002,42246200
20150206,000000,120.019997,120.25,118.449997,118.93,43706600
20150209,000000,118.550003,119.839996,118.43,119.720001,38889800
20150210,000000,120.169998,122.150002,120.160004,122.019997,62008500
20150211,000000,122.769997,124.919998,122.50,124.879997,73561800
20150212,000000,126.059998,127.480003,125.57,126.459999,74474500
20150213,000000,127.279999,127.279999,125.650002,127.080002,54272200
20150217,000000,127.489998,128.880005,126.919998,127.830002,63152400
20150218,000000,127.629997,128.779999,127.449997,128.720001,44891700
20150219,000000,128.479996,129.029999,128.330002,128.449997,37362400
20150220,000000,128.619995,129.50,128.050003,129.50,48948400
20150223,000000,130.020004,133.00,129.660004,133.00,70974100
20150224,000000,132.940002,133.600006,131.169998,132.169998,69228100
20150225,000000,131.559998,131.600006,128.149994,128.789993,74711700
20150226,000000,128.789993,130.869995,126.610001,130.419998,91287500
20150227,000000,130.00,130.570007,128.240005,128.460007,62014800
20150302,000000,129.25,130.279999,128.300003,129.089996,48096700
20150303,000000,128.960007,129.520004,128.089996,129.360001,37816300
20150304,000000,129.100006,129.559998,128.320007,128.539993,31666300
20150305,000000,128.580002,128.75,125.760002,126.410004,56517100
20150306,000000,128.399994,129.369995,126.260002,126.599998,72842100
20150309,000000,127.959999,129.570007,125.059998,127.139999,88528500
20150310,000000,126.410004,127.220001,123.800003,124.510002,68856600
20150311,000000,124.75,124.769997,122.110001,122.239998,68939000
20150312,000000,122.309998,124.900002,121.629997,124.449997,48362700
