20160930,093000,57.600000000,100
20160930,093001,57.610000000,500
20160930,093001,57.650000000,200
20160930,093001,57.610000000,100
20160930,093001,57.610000000,100
20160930,093001,57.640000000,600
20160930,093001,57.640000000,500
20160930,093001,57.610000000,200
20160930,093002,57.630000000,100
20160930,093002,57.630000000,100
20160930,093002,57.630000000,100
20160930,093002,57.630000000,100
20160930,093002,57.630000000,100
20160930,093002,57.650000000,100
20160930,093002,57.650000000,100
20160930,093002,57.660000000,100
20160930,093003,57.640000000,100
20160930,093003,57.620000000,100
20160930,093003,57.615000000,100
20160930,093003,57.620000000,100
20160930,093003,57.620000000,100
20160930,093003,57.620000000,100
20160930,093004,57.620000000,100
20160930,093004,57.610000000,100
20160930,093004,57.620000000,100
20160930,093004,57.600000000,100
20160930,093004,57.600000000,100
20160930,093004,57.600000000,100
20160930,093004,57.600000000,100
20160930,093004,57.600000000,200
20160930,093004,57.600000000,100
20160930,093004,57.580000000,100
20160930,093005,57.585000000,100
20160930,093005,57.600000000,100
20160930,093005,57.560000000,100
20160930,093005,57.560000000,200
20160930,093005,57.555000000,100
20160930,093005,57.580000000,100
20160930,093007,57.560000000,200
20160930,093007,57.550000000,200
20160930,093007,57.530000000,200
20160930,093007,57.520000000,100
20160930,093008,57.550000000,100
20160930,093008,57.520000000,100
20160930,093008,57.510000000,100
20160930,093009,57.510000000,200
20160930,093009,57.490000000,200
20160930,093009,57.480000000,100
20160930,093010,57.470000000,100
20160930,093010,57.470000000,100
20160930,093010,57.480000000,100
20160930,093010,57.480000000,100
20160930,093010,57.480000000,300
20160930,093010,57.470000000,100
20160930,093010,57.470000000,100
20160930,093011,57.480000000,100
20160930,093013,57.475000000,100
20160930,093015,57.480000000,100
20160930,093015,57.480000000,200
20160930,093015,57.490000000,100
20160930,093015,57.490000000,100
20160930,093015,57.490000000,200
20160930,093015,57.560000000,100
20160930,093016,57.540000000,100
20160930,093017,57.550000000,200
20160930,093017,57.550000000,100
20160930,093018,57.570000000,100
20160930,093019,57.600000000,100
20160930,093019,57.600000000,100
20160930,093021,57.560000000,100
20160930,093022,57.590000000,100
20160930,093022,57.580000000,100
20160930,093023,57.580000000,100
20160930,093024,57.580000000,100
20160930,093025,57.570000000,100
20160930,093026,57.550000000,100
20160930,093030,57.550000000,600
